date,ticker,sw_posts,tw_posts,sw_comments,tw_comments,sw_likes,tw_likes,sw_impressions,tw_impressions,sw_sent,tw_sent,datetime
2025-04-15 21:00:00,TSLA,97,278,35,6344,180,58591,20592,2041197,0.50448,0.49103,2025-04-15 21:00:00
2025-04-15 20:00:00,TSLA,101,257,44,8087,224,60136,19043,3391586,0.52506,0.51053,2025-04-15 20:00:00
2025-04-15 19:00:00,TSLA,100,198,42,8747,215,34117,31053,3986364,0.49872,0.50359,2025-04-15 19:00:00
2025-04-15 18:00:00,TSLA,67,115,24,3042,121,9279,296608,32215036,0.50478,0.57073,2025-04-15 18:00:00
2025-04-15 17:00:00,TSLA,87,127,41,1385,156,10345,68678,10758049,0.5541,0.54235,2025-04-15 17:00:00
2025-04-15 16:00:00,TSLA,137,140,44,4709,203,3114,30325,5056016,0.52761,0.50833,2025-04-15 16:00:00
2025-04-15 15:00:00,TSLA,102,325,39,10411,158,66153,140136,67436162,0.4871,0.48702,2025-04-15 15:00:00
2025-04-15 14:00:00,TSLA,180,550,34,11629,260,177145,69882,44689341,0.51521,0.504,2025-04-15 14:00:00
2025-04-15 13:00:00,TSLA,171,385,25,3516,247,87697,219865,39589533,0.5045,0.61492,2025-04-15 13:00:00
2025-04-15 12:00:00,TSLA,172,338,38,5906,177,47407,122285,32312900,0.50495,0.48687,2025-04-15 12:00:00
2025-04-15 11:00:00,TSLA,222,326,32,9040,226,38930,116571,28060134,0.5101,0.49592,2025-04-15 11:00:00
2025-04-15 10:00:00,TSLA,235,289,27,7177,214,22330,372451,110847616,0.51599,0.5397,2025-04-15 10:00:00
2025-04-15 09:00:00,TSLA,114,130,34,3260,197,7180,145721,13453879,0.50714,0.48893,2025-04-15 09:00:00
2025-04-15 08:00:00,TSLA,99,283,43,6409,177,58476,245084,88502889,0.53042,0.51927,2025-04-15 08:00:00
2025-04-15 07:00:00,TSLA,63,160,37,3549,108,17998,5109,193193,0.51768,0.50123,2025-04-15 07:00:00
2025-04-15 06:00:00,TSLA,21,51,11,176,40,2028,27820,1777901,0.53176,0.63646,2025-04-15 06:00:00
2025-04-15 05:00:00,TSLA,27,46,4,187,22,671,13035,339572,0.4843,0.53791,2025-04-15 05:00:00
2025-04-15 04:00:00,TSLA,24,39,2,66,31,735,1507,88668,0.53813,0.5212,2025-04-15 04:00:00
2025-04-15 03:00:00,TSLA,11,15,6,82,23,157,2660,21320,0.533,0.55096,2025-04-15 03:00:00
2025-04-15 02:00:00,TSLA,8,18,5,23,23,376,656,11618,0.4815,0.59526,2025-04-15 02:00:00
2025-04-15 01:00:00,TSLA,15,31,11,339,47,1247,2397,48790,0.4878,0.49146,2025-04-15 01:00:00
2025-04-15 00:00:00,TSLA,38,54,20,886,88,2407,7349,487791,0.52718,0.51434,2025-04-15 00:00:00
2025-04-14 23:00:00,TSLA,63,84,35,1818,103,3843,118564,9068230,0.52489,0.65012,2025-04-14 23:00:00
2025-04-14 22:00:00,TSLA,60,67,22,1008,133,2196,64897,5221869,0.51472,0.49594,2025-04-14 22:00:00
2025-04-14 21:00:00,TSLA,53,149,35,2375,127,21771,42182,3202073,0.52113,0.50813,2025-04-14 21:00:00
2025-04-14 20:00:00,TSLA,72,194,46,9603,151,32250,72261,20286893,0.50128,0.53002,2025-04-14 20:00:00
2025-04-14 19:00:00,TSLA,83,197,39,1402,268,51422,81906,7705934,0.51277,0.62227,2025-04-14 19:00:00
2025-04-14 18:00:00,TSLA,73,134,28,2756,199,19395,82831,4723443,0.50508,0.49224,2025-04-14 18:00:00
2025-04-14 17:00:00,TSLA,76,119,39,3682,194,13575,41760,3711775,0.54032,0.52478,2025-04-14 17:00:00
2025-04-14 16:00:00,TSLA,30,40,7,238,38,657,2728,113551,0.48657,0.50747,2025-04-14 16:00:00
2025-04-14 15:00:00,TSLA,179,598,41,7557,195,156672,65255,38858106,0.53245,0.59941,2025-04-14 15:00:00
2025-04-14 14:00:00,TSLA,163,488,32,6475,218,129543,46474,29117804,0.52285,0.51256,2025-04-14 14:00:00
2025-04-14 13:00:00,TSLA,209,599,44,27741,312,218394,65846,38208725,0.50979,0.53233,2025-04-14 13:00:00
2025-04-14 12:00:00,TSLA,232,485,40,17325,248,102273,250147,19614318,0.51361,0.51237,2025-04-14 12:00:00
2025-04-14 11:00:00,TSLA,66,120,4,454,27,2327,134991,9329618,0.49259,0.54513,2025-04-14 11:00:00
2025-04-14 10:00:00,TSLA,206,275,34,4551,180,21768,145905,21209150,0.53481,0.64863,2025-04-14 10:00:00
2025-04-14 09:00:00,TSLA,123,136,29,2223,194,6317,161034,18280008,0.54287,0.52363,2025-04-14 09:00:00
2025-04-14 08:00:00,TSLA,53,54,10,133,52,286,32552,873075,0.51974,0.57606,2025-04-14 08:00:00
2025-04-14 07:00:00,TSLA,28,75,6,446,54,4452,3076,249839,0.53468,0.55742,2025-04-14 07:00:00
2025-04-14 06:00:00,TSLA,27,64,20,1334,97,6033,7014,617288,0.52007,0.61837,2025-04-14 06:00:00
2025-04-14 05:00:00,TSLA,13,29,6,152,21,562,6355,195069,0.57185,0.56605,2025-04-14 05:00:00
2025-04-14 04:00:00,TSLA,0,0,0,0,0,0,0,0,0.5,0.5,2025-04-14 04:00:00
2025-04-14 04:00:00,TSLA,26,41,0,0,36,862,0,0,0.5235,0.50645,2025-04-14 04:00:00
2025-04-14 03:00:00,TSLA,31,45,12,242,74,1751,4227,248538,0.55687,0.6633,2025-04-14 03:00:00
2025-04-14 02:00:00,TSLA,24,29,9,138,60,623,3811,30915,0.49929,0.48259,2025-04-14 02:00:00
2025-04-14 01:00:00,TSLA,28,84,26,417,96,9816,11328,876882,0.52525,0.51868,2025-04-14 01:00:00
2025-04-14 00:00:00,TSLA,30,86,13,1081,83,8336,11928,609351,0.5528,0.56968,2025-04-14 00:00:00
2025-04-13 23:00:00,TSLA,60,78,19,607,118,3825,54223,4366115,0.53352,0.65624,2025-04-13 23:00:00
2025-04-13 22:00:00,TSLA,61,74,31,2420,83,2113,5833,307180,0.52903,0.53169,2025-04-13 22:00:00
2025-04-13 21:00:00,TSLA,57,199,29,6348,108,30004,26991,5394732,0.51739,0.58027,2025-04-13 21:00:00
2025-04-13 20:00:00,TSLA,74,195,26,4783,155,32632,30262,1411008,0.54881,0.57754,2025-04-13 20:00:00
2025-04-13 19:00:00,TSLA,60,151,37,4269,202,31434,29804,5630574,0.52878,0.50956,2025-04-13 19:00:00
2025-04-13 18:00:00,TSLA,82,181,44,6540,260,42477,9836,324608,0.51511,0.51287,2025-04-13 18:00:00
2025-04-13 17:00:00,TSLA,18,30,21,150,74,1445,1708,77577,0.50411,0.53117,2025-04-13 17:00:00
2025-04-13 16:00:00,TSLA,90,129,38,1786,196,12757,72047,4999318,0.50424,0.6089,2025-04-13 16:00:00
2025-04-13 15:00:00,TSLA,61,73,43,1440,158,3813,15147,932402,0.52536,0.50694,2025-04-13 15:00:00
2025-04-13 14:00:00,TSLA,43,135,36,4213,137,23589,12337,1332663,0.493,0.47831,2025-04-13 14:00:00
2025-04-13 13:00:00,TSLA,43,121,25,2784,149,20717,21840,2881850,0.52912,0.55007,2025-04-13 13:00:00
2025-04-13 12:00:00,TSLA,55,148,17,1855,134,21804,39416,4506002,0.53867,0.5197,2025-04-13 12:00:00
2025-04-13 11:00:00,TSLA,73,141,37,2744,151,16553,90548,17078378,0.52162,0.51219,2025-04-13 11:00:00
2025-04-13 10:00:00,TSLA,39,65,21,817,99,4128,45251,985712,0.52103,0.50373,2025-04-13 10:00:00
2025-04-13 09:00:00,TSLA,25,30,8,233,49,497,14801,119100,0.51016,0.50781,2025-04-13 09:00:00
2025-04-13 08:00:00,TSLA,24,83,10,843,53,6141,5472,287229,0.51708,0.5699,2025-04-13 08:00:00
2025-04-13 07:00:00,TSLA,25,83,9,629,27,3017,38283,693614,0.52876,0.51134,2025-04-13 07:00:00
2025-04-13 06:00:00,TSLA,14,35,8,183,28,1010,407,12650,0.53086,0.51228,2025-04-13 06:00:00
2025-04-13 05:00:00,TSLA,9,20,3,43,12,217,352,8343,0.55656,0.54946,2025-04-13 05:00:00
2025-04-13 04:00:00,TSLA,19,40,7,137,48,1632,2311,79530,0.52947,0.52336,2025-04-13 04:00:00
2025-04-13 03:00:00,TSLA,14,20,5,112,25,250,2145,61887,0.52729,0.62396,2025-04-13 03:00:00
2025-04-13 02:00:00,TSLA,18,24,11,250,37,388,3925,104782,0.493,0.48706,2025-04-13 02:00:00
2025-04-13 01:00:00,TSLA,20,22,12,265,28,145,7762,241144,0.53535,0.58144,2025-04-13 01:00:00
2025-04-13 00:00:00,TSLA,23,64,10,528,49,3598,18846,872074,0.55322,0.56779,2025-04-13 00:00:00
2025-04-12 23:00:00,TSLA,41,110,17,1167,77,9287,45920,1812951,0.52583,0.50861,2025-04-12 23:00:00
2025-04-12 22:00:00,TSLA,40,77,8,227,76,4529,8616,646023,0.52045,0.51493,2025-04-12 22:00:00
2025-04-12 21:00:00,TSLA,46,84,20,1737,90,5457,5525,301707,0.53107,0.54565,2025-04-12 21:00:00
2025-04-12 20:00:00,TSLA,42,65,14,987,81,3064,28851,1775344,0.55552,0.64606,2025-04-12 20:00:00
2025-04-12 19:00:00,TSLA,39,96,21,1201,95,9209,801181,105731142,0.49367,0.47588,2025-04-12 19:00:00
2025-04-12 18:00:00,TSLA,38,89,18,492,115,9827,5868,552005,0.54229,0.60562,2025-04-12 18:00:00
2025-04-12 17:00:00,TSLA,61,125,29,1500,138,14326,43800,7371270,0.53093,0.52211,2025-04-12 17:00:00
2025-04-12 16:00:00,TSLA,66,102,36,3083,123,7168,15946,2121397,0.54006,0.52054,2025-04-12 16:00:00
2025-04-12 15:00:00,TSLA,50,65,30,1745,121,3249,118527,2176567,0.5135,0.51018,2025-04-12 15:00:00
2025-04-12 14:00:00,TSLA,75,80,30,2274,101,1580,245888,12615018,0.491,0.53924,2025-04-12 14:00:00
2025-04-12 13:00:00,TSLA,77,228,28,3103,175,48039,32528,4418843,0.52604,0.63212,2025-04-12 13:00:00
2025-04-12 12:00:00,TSLA,72,189,25,2661,120,24446,107578,18205027,0.53365,0.51521,2025-04-12 12:00:00
2025-04-12 11:00:00,TSLA,81,203,35,1743,81,16911,37586,4317616,0.51935,0.57122,2025-04-12 11:00:00
2025-04-12 10:00:00,TSLA,41,73,24,1735,80,4104,36529,3049051,0.53707,0.55657,2025-04-12 10:00:00
2025-04-12 09:00:00,TSLA,20,30,12,377,43,724,20354,881883,0.51735,0.60964,2025-04-12 09:00:00
2025-04-12 08:00:00,TSLA,23,25,12,186,27,140,3834,134465,0.58278,0.57322,2025-04-12 08:00:00
2025-04-12 07:00:00,TSLA,14,46,11,347,31,1895,2154,40250,0.493,0.4763,2025-04-12 07:00:00
2025-04-12 06:00:00,TSLA,14,44,4,79,17,957,1488,89589,0.49493,0.58425,2025-04-12 06:00:00
2025-04-12 05:00:00,TSLA,10,23,3,76,23,508,2505,39585,0.6248,0.68585,2025-04-12 05:00:00
2025-04-12 04:00:00,TSLA,18,37,8,56,21,643,4501,163754,0.57406,0.56897,2025-04-12 04:00:00
2025-04-12 03:00:00,TSLA,13,25,4,97,9,175,20716,340948,0.51569,0.52848,2025-04-12 03:00:00
2025-04-12 02:00:00,TSLA,12,15,6,72,18,110,5682,105925,0.59042,0.58182,2025-04-12 02:00:00
2025-04-12 01:00:00,TSLA,21,25,10,147,39,327,41347,944583,0.47519,0.47063,2025-04-12 01:00:00
2025-04-12 00:00:00,TSLA,40,139,6,548,42,8125,30080,5021545,0.5106,0.49238,2025-04-12 00:00:00
2025-04-11 23:00:00,TSLA,26,68,9,256,42,3074,11753,408607,0.52665,0.50997,2025-04-11 23:00:00
2025-04-11 22:00:00,TSLA,28,70,11,816,59,4239,37810,3845662,0.50268,0.54386,2025-04-11 22:00:00
2025-04-11 21:00:00,TSLA,39,69,31,1919,96,4630,7527,403372,0.5249,0.53716,2025-04-11 21:00:00
2025-04-11 20:00:00,TSLA,56,94,18,1200,79,4791,42405,1704882,0.52116,0.5045,2025-04-11 20:00:00
2025-04-11 19:00:00,TSLA,45,64,18,887,95,3027,19001,910511,0.527,0.51611,2025-04-11 19:00:00
2025-04-11 18:00:00,TSLA,80,261,32,4731,117,40248,405642,139055480,0.54276,0.52331,2025-04-11 18:00:00
2025-04-11 17:00:00,TSLA,102,320,30,2418,151,61299,78017,24907965,0.51169,0.59236,2025-04-11 17:00:00
2025-04-11 16:00:00,TSLA,0,0,0,0,0,0,0,0,0.5,0.5,2025-04-11 16:00:00
2025-04-11 16:00:00,TSLA,171,478,0,0,190,103742,0,0,0.53319,0.51822,2025-04-11 16:00:00
2025-04-11 15:00:00,TSLA,226,317,28,3934,202,31164,207589,72889897,0.51207,0.56948,2025-04-11 15:00:00
2025-04-11 14:00:00,TSLA,220,257,42,5673,178,14044,211642,76001630,0.51105,0.50345,2025-04-11 14:00:00
2025-04-11 13:00:00,TSLA,240,821,33,16219,192,216139,332941,114135532,0.52575,0.50767,2025-04-11 13:00:00
2025-04-11 12:00:00,TSLA,240,665,27,17258,189,142399,169727,40763365,0.51073,0.50638,2025-04-11 12:00:00
2025-04-11 11:00:00,TSLA,240,589,24,14298,220,130443,78341,32134746,0.51065,0.55858,2025-04-11 11:00:00
2025-04-11 10:00:00,TSLA,160,374,26,8178,106,37950,86345,10393267,0.49997,0.48288,2025-04-11 10:00:00
2025-04-11 09:00:00,TSLA,0,0,0,0,0,0,0,0,0.0,0.0,2025-04-11 09:00:00
2025-04-11 08:00:00,TSLA,127,176,31,3912,112,9379,260494,56672078,0.53514,0.52652,2025-04-11 08:00:00
2025-04-11 07:00:00,TSLA,75,258,34,9236,113,40160,88093,27124263,0.5254,0.54279,2025-04-11 07:00:00
2025-04-11 06:00:00,TSLA,56,173,23,4386,79,17108,45894,11792484,0.50596,0.59342,2025-04-11 06:00:00
2025-04-11 05:00:00,TSLA,91,269,30,7573,119,38477,20519,6437655,0.50834,0.50048,2025-04-11 05:00:00
2025-04-11 04:00:00,TSLA,67,145,23,2555,121,15517,17479,1194872,0.52942,0.51118,2025-04-11 04:00:00
2025-04-11 03:00:00,TSLA,32,60,15,742,47,2125,5909,278380,0.51028,0.52089,2025-04-11 03:00:00
2025-04-11 02:00:00,TSLA,63,112,17,1188,60,4709,22133,1086189,0.54044,0.52356,2025-04-11 02:00:00
2025-04-11 01:00:00,TSLA,53,62,22,502,66,1231,82146,5268693,0.50949,0.50601,2025-04-11 01:00:00
2025-04-11 00:00:00,TSLA,62,67,24,1664,134,1827,34688,1658227,0.54639,0.55834,2025-04-11 00:00:00
2025-04-10 23:00:00,TSLA,54,177,39,7456,143,33421,24228,4315015,0.53654,0.61864,2025-04-10 23:00:00
2025-04-10 22:00:00,TSLA,110,269,33,8180,156,42109,31727,2069316,0.53363,0.57435,2025-04-10 22:00:00
2025-04-10 21:00:00,TSLA,124,289,46,9827,180,49619,56603,20481699,0.49769,0.47978,2025-04-10 21:00:00
2025-04-10 20:00:00,TSLA,118,192,38,3859,182,21717,45611,4995426,0.53655,0.52003,2025-04-10 20:00:00
2025-04-10 19:00:00,TSLA,118,181,43,1255,151,15448,34691,9430997,0.51701,0.55724,2025-04-10 19:00:00
2025-04-10 18:00:00,TSLA,117,151,37,1774,186,11403,17822,1453096,0.48306,0.60206,2025-04-10 18:00:00
2025-04-10 17:00:00,TSLA,156,480,45,21897,248,148450,61114,32807048,0.51006,0.5868,2025-04-10 17:00:00
2025-04-10 16:00:00,TSLA,167,492,49,20330,246,145001,100144,39510635,0.54048,0.52851,2025-04-10 16:00:00
2025-04-10 15:00:00,TSLA,231,604,29,15714,219,141787,835079,550441992,0.51829,0.55036,2025-04-10 15:00:00
2025-04-10 14:00:00,TSLA,76,156,8,506,59,7641,21677,3550198,0.52453,0.60446,2025-04-10 14:00:00
2025-04-10 13:00:00,TSLA,240,425,15,3144,158,46797,189783,107908391,0.51663,0.50272,2025-04-10 13:00:00
2025-04-10 12:00:00,TSLA,240,363,15,3101,143,28822,138350,16976967,0.52941,0.5149,2025-04-10 12:00:00
2025-04-10 11:00:00,TSLA,240,622,27,10422,201,132862,138960,125227742,0.51138,0.5047,2025-04-10 11:00:00
2025-04-10 10:00:00,TSLA,252,576,21,8294,220,118572,390583,108336489,0.5227,0.50445,2025-04-10 10:00:00
2025-04-10 09:00:00,TSLA,215,467,54,11271,240,99275,110081,73083523,0.52642,0.61594,2025-04-10 09:00:00
2025-04-10 08:00:00,TSLA,114,170,44,8063,174,16102,300309,38302741,0.51735,0.56368,2025-04-10 08:00:00
2025-04-10 07:00:00,TSLA,95,119,41,919,152,6887,255494,31677368,0.52259,0.51999,2025-04-10 07:00:00
2025-04-10 06:00:00,TSLA,47,152,22,2462,105,20878,8541,1297556,0.51536,0.49818,2025-04-10 06:00:00
2025-04-10 05:00:00,TSLA,94,272,24,5188,131,42075,53244,18647665,0.51551,0.50634,2025-04-10 05:00:00
2025-04-10 04:00:00,TSLA,51,141,15,1246,93,14851,12773,1751299,0.49908,0.4962,2025-04-10 04:00:00
2025-04-10 03:00:00,TSLA,47,94,22,644,94,7175,9834,157088,0.52685,0.61504,2025-04-10 03:00:00
2025-04-10 02:00:00,TSLA,45,78,18,586,80,4229,25599,1156863,0.49971,0.48474,2025-04-10 02:00:00
2025-04-10 01:00:00,TSLA,51,83,26,2284,75,3880,50777,330102,0.50041,0.53757,2025-04-10 01:00:00
2025-04-10 00:00:00,TSLA,66,69,19,1176,121,1216,67980,3931349,0.52264,0.53202,2025-04-10 00:00:00
2025-04-09 23:00:00,TSLA,67,230,41,6683,137,43355,65187,7510686,0.50328,0.48802,2025-04-09 23:00:00
2025-04-09 22:00:00,TSLA,108,333,48,12283,134,55735,26434,7133138,0.53162,0.51919,2025-04-09 22:00:00
2025-04-09 21:00:00,TSLA,110,251,40,5682,144,33701,138986,47935756,0.53706,0.51756,2025-04-09 21:00:00
2025-04-09 20:00:00,TSLA,153,331,64,5315,237,69211,448960,157179129,0.52366,0.60106,2025-04-09 20:00:00
2025-04-09 19:00:00,TSLA,163,243,46,11058,255,33476,111226,8863725,0.54242,0.58164,2025-04-09 19:00:00
2025-04-09 18:00:00,TSLA,213,297,53,12837,229,32649,129919,50319203,0.52045,0.50159,2025-04-09 18:00:00
2025-04-09 17:00:00,TSLA,172,200,37,6444,154,9177,235364,13446510,0.50982,0.51393,2025-04-09 17:00:00
2025-04-09 16:00:00,TSLA,240,693,26,12404,182,148415,177960,113973792,0.52607,0.51342,2025-04-09 16:00:00
2025-04-09 15:00:00,TSLA,240,662,23,6863,219,163495,109717,43423297,0.5222,0.64752,2025-04-09 15:00:00
2025-04-09 14:00:00,TSLA,240,586,9,2807,94,55159,310669,163300013,0.51882,0.49988,2025-04-09 14:00:00
2025-04-09 13:00:00,TSLA,233,441,32,12900,156,52048,141948,53491514,0.54053,0.5278,2025-04-09 13:00:00
2025-04-09 12:00:00,TSLA,201,327,42,13266,226,45780,79108,29573753,0.5111,0.54082,2025-04-09 12:00:00
2025-04-09 11:00:00,TSLA,234,322,26,8508,294,44415,1250491,577054475,0.5311,0.64522,2025-04-09 11:00:00
2025-04-09 10:00:00,TSLA,240,821,38,18478,202,227366,441085,503245588,0.51993,0.50656,2025-04-09 10:00:00
2025-04-09 09:00:00,TSLA,239,734,44,21298,333,304313,113722,34153030,0.5083,0.4938,2025-04-09 09:00:00
2025-04-09 08:00:00,TSLA,220,646,44,11634,210,162264,307081,270285713,0.51738,0.62971,2025-04-09 08:00:00
2025-04-09 07:00:00,TSLA,151,205,41,6436,161,15093,286421,31804523,0.50999,0.49196,2025-04-09 07:00:00
2025-04-09 06:00:00,TSLA,72,81,38,2535,146,3143,15916,1091289,0.50451,0.51233,2025-04-09 06:00:00
2025-04-09 05:00:00,TSLA,66,201,32,1566,122,30336,8477,1368938,0.53833,0.58426,2025-04-09 05:00:00
2025-04-09 04:00:00,TSLA,71,193,29,2057,124,26585,14886,3141009,0.51127,0.50983,2025-04-09 04:00:00
2025-04-09 03:00:00,TSLA,0,0,0,0,0,0,0,0,0.5,0.5,2025-04-09 03:00:00
2025-04-09 03:00:00,TSLA,74,192,0,0,128,26090,0,0,0.52605,0.53474,2025-04-09 03:00:00
2025-04-09 02:00:00,TSLA,55,102,25,2215,144,10839,69930,9571273,0.50795,0.49809,2025-04-09 02:00:00
2025-04-09 01:00:00,TSLA,103,164,40,6045,226,22215,172935,9644992,0.53907,0.57618,2025-04-09 01:00:00
2025-04-09 00:00:00,TSLA,127,189,42,5865,332,34024,108243,26861538,0.53248,0.5131,2025-04-09 00:00:00
2025-04-08 23:00:00,TSLA,94,317,53,8878,250,107314,68771,13867363,0.52344,0.50829,2025-04-08 23:00:00
2025-04-08 22:00:00,TSLA,183,592,45,4255,295,227797,97264,12950539,0.51819,0.55462,2025-04-08 22:00:00
2025-04-08 21:00:00,TSLA,150,434,65,8939,331,169316,56025,14755720,0.51416,0.63471,2025-04-08 21:00:00
2025-04-08 20:00:00,TSLA,217,459,52,24189,315,124412,329182,178044938,0.52527,0.59923,2025-04-08 20:00:00
2025-04-08 19:00:00,TSLA,211,423,44,15689,294,100703,347568,126860725,0.518,0.50519,2025-04-08 19:00:00
2025-04-08 18:00:00,TSLA,206,279,59,10804,292,36889,31839,12670799,0.52195,0.50292,2025-04-08 18:00:00
2025-04-08 17:00:00,TSLA,206,260,63,6627,423,42408,867918,250376464,0.52004,0.59424,2025-04-08 17:00:00
2025-04-08 16:00:00,TSLA,240,249,38,4660,350,12189,73358,25556908,0.52606,0.51313,2025-04-08 16:00:00
2025-04-08 15:00:00,TSLA,103,279,11,123,83,25635,93086,18867525,0.50002,0.61572,2025-04-08 15:00:00
2025-04-08 14:00:00,TSLA,240,619,23,13379,300,196367,216679,48772076,0.53076,0.53371,2025-04-08 14:00:00
2025-04-08 13:00:00,TSLA,240,546,22,11900,250,126995,81383,31027997,0.51557,0.57877,2025-04-08 13:00:00
2025-04-08 12:00:00,TSLA,223,388,37,7983,245,64760,41934,10636582,0.51961,0.64104,2025-04-08 12:00:00
2025-04-08 11:00:00,TSLA,236,350,38,8330,204,38422,138684,46066934,0.51189,0.49327,2025-04-08 11:00:00
2025-04-08 10:00:00,TSLA,250,311,19,4084,193,22398,255751,98410680,0.52567,0.52364,2025-04-08 10:00:00
2025-04-08 09:00:00,TSLA,188,606,51,31879,209,164764,320507,232045824,0.52782,0.55657,2025-04-08 09:00:00
2025-04-08 08:00:00,TSLA,134,386,44,18352,184,83471,94547,54214770,0.51228,0.61928,2025-04-08 08:00:00
2025-04-08 07:00:00,TSLA,69,190,16,2787,87,18626,29903,6638403,0.51694,0.51536,2025-04-08 07:00:00
2025-04-08 06:00:00,TSLA,25,50,16,594,71,2865,7050,166787,0.48664,0.47225,2025-04-08 06:00:00
2025-04-08 05:00:00,TSLA,35,60,13,624,56,2258,6023,284409,0.52966,0.55102,2025-04-08 05:00:00
2025-04-08 04:00:00,TSLA,42,120,14,1413,81,11349,11263,809913,0.51957,0.501,2025-04-08 04:00:00
2025-04-08 03:00:00,TSLA,39,99,13,1153,56,5772,13412,1193491,0.50505,0.51151,2025-04-08 03:00:00
2025-04-08 02:00:00,TSLA,38,92,13,847,86,7846,14144,740789,0.52342,0.50855,2025-04-08 02:00:00
2025-04-08 01:00:00,TSLA,39,66,23,741,47,2053,11436,865676,0.53695,0.53665,2025-04-08 01:00:00
2025-04-08 00:00:00,TSLA,103,149,27,2274,111,8546,56164,12018246,0.50194,0.4836,2025-04-08 00:00:00
2025-04-07 23:00:00,TSLA,81,110,14,385,65,3252,103242,12704350,0.48048,0.5469,2025-04-07 23:00:00
2025-04-07 22:00:00,TSLA,109,346,34,11629,122,54186,19842,2821595,0.51026,0.54341,2025-04-07 22:00:00
2025-04-07 21:00:00,TSLA,110,334,40,10890,108,44536,96283,43880073,0.52491,0.50575,2025-04-07 21:00:00
2025-04-07 20:00:00,TSLA,117,317,35,9654,163,57282,55941,6650102,0.52602,0.52782,2025-04-07 20:00:00
2025-04-07 19:00:00,TSLA,141,276,42,7975,155,33698,102897,27959311,0.533,0.5189,2025-04-07 19:00:00
2025-04-07 18:00:00,TSLA,116,214,54,5201,197,31025,36443,5166664,0.53573,0.658,2025-04-07 18:00:00
2025-04-07 17:00:00,TSLA,144,176,49,9310,239,14897,147850,32033851,0.53251,0.60481,2025-04-07 17:00:00
2025-04-07 16:00:00,TSLA,179,203,41,7609,222,12261,42822,7955578,0.50361,0.49052,2025-04-07 16:00:00
2025-04-07 15:00:00,TSLA,220,740,47,33567,301,301039,74927,66696688,0.5173,0.54384,2025-04-07 15:00:00
2025-04-07 14:00:00,TSLA,71,179,19,2710,70,12992,57028,5260317,0.50237,0.5035,2025-04-07 14:00:00
2025-04-07 13:00:00,TSLA,66,159,13,1223,83,13031,18539,4282232,0.49659,0.48506,2025-04-07 13:00:00
2025-04-07 12:00:00,TSLA,240,506,34,11338,236,102534,102800,25158222,0.50758,0.49214,2025-04-07 12:00:00
2025-04-07 11:00:00,TSLA,240,383,34,13112,218,50360,186761,30903765,0.50301,0.50458,2025-04-07 11:00:00
2025-04-07 10:00:00,TSLA,193,260,8,2198,115,13469,86099,16836251,0.49615,0.55461,2025-04-07 10:00:00
2025-04-07 09:00:00,TSLA,7,8,38,21,1,2,397,3359,0.38571,0.37916,2025-04-07 09:00:00
2025-04-07 08:00:00,TSLA,213,646,35,16072,257,204323,1346071,870231935,0.51126,0.49276,2025-04-07 08:00:00
2025-04-07 07:00:00,TSLA,130,351,36,9737,193,74860,64940,29384806,0.53095,0.52776,2025-04-07 07:00:00
2025-04-07 06:00:00,TSLA,147,379,33,6994,218,87235,426232,157312633,0.50471,0.49583,2025-04-07 06:00:00
2025-04-07 05:00:00,TSLA,107,197,26,1312,163,23513,28429,976824,0.53866,0.64798,2025-04-07 05:00:00
2025-04-07 04:00:00,TSLA,128,202,34,2585,228,27328,66195,7776540,0.52988,0.51151,2025-04-07 04:00:00
2025-04-07 03:00:00,TSLA,149,168,30,4122,274,12222,37031,3323587,0.51399,0.49829,2025-04-07 03:00:00
2025-04-07 02:00:00,TSLA,89,299,28,7304,194,78246,38460,9655692,0.52562,0.54508,2025-04-07 02:00:00
2025-04-07 01:00:00,TSLA,116,373,52,13239,299,144931,13724,2575293,0.51743,0.49939,2025-04-07 01:00:00
2025-04-07 00:00:00,TSLA,183,424,38,8857,286,114948,55811,8825127,0.50421,0.55766,2025-04-07 00:00:00
2025-04-06 23:00:00,TSLA,154,311,41,7912,203,51696,42806,9389642,0.52095,0.51446,2025-04-06 23:00:00
2025-04-06 22:00:00,TSLA,66,126,19,836,104,10060,17453,735383,0.52438,0.54036,2025-04-06 22:00:00
2025-04-06 21:00:00,TSLA,236,301,53,16397,322,38578,163875,47148774,0.51031,0.50463,2025-04-06 21:00:00
2025-04-06 20:00:00,TSLA,239,284,41,9997,275,25299,363643,65265698,0.5188,0.51198,2025-04-06 20:00:00
2025-04-06 19:00:00,TSLA,215,742,46,31114,318,325958,56762,39110176,0.51734,0.49929,2025-04-06 19:00:00
2025-04-06 18:00:00,TSLA,161,419,33,10179,259,115716,121365,75886513,0.51847,0.50131,2025-04-06 18:00:00
2025-04-06 17:00:00,TSLA,122,303,44,6866,258,79516,266370,94814780,0.5279,0.57527,2025-04-06 17:00:00
2025-04-06 16:00:00,TSLA,145,255,51,1943,245,43153,146423,17988218,0.52454,0.53972,2025-04-06 16:00:00
2025-04-06 15:00:00,TSLA,0,0,0,0,0,0,0,0,0.5,0.5,2025-04-06 15:00:00
2025-04-06 15:00:00,TSLA,119,197,0,0,173,21702,0,0,0.51527,0.49808,2025-04-06 15:00:00
