date,ticker,sw_posts,tw_posts,sw_comments,tw_comments,sw_likes,tw_likes,sw_impressions,tw_impressions,sw_sent,tw_sent,datetime
2025-03-27 18:00:00,TSLA,144,233,55,11450,216,31013,36558,6068063,0.52548,0.5247,2025-03-27 18:00:00
2025-03-27 17:00:00,TSLA,211,246,57,5578,256,19004,179929,29570618,0.5235,0.55409,2025-03-27 17:00:00
2025-03-27 16:00:00,TSLA,196,669,22,7166,205,187645,54938,35375222,0.51587,0.62696,2025-03-27 16:00:00
2025-03-27 15:00:00,TSLA,0,0,0,0,0,0,0,0,0.5,0.5,2025-03-27 15:00:00
2025-03-27 15:00:00,TSLA,266,871,34,32342,0,0,209412,116606513,0.5,0.49968,2025-03-27 15:00:00
2025-03-27 14:00:00,TSLA,236,378,30,6978,218,49925,270551,109691389,0.51732,0.60167,2025-03-27 14:00:00
2025-03-27 13:00:00,TSLA,16,22,17,255,11,110,2404,72818,0.51631,0.50126,2025-03-27 13:00:00
2025-03-27 12:00:00,TSLA,240,303,21,2800,145,16979,900402,285277942,0.52144,0.5585,2025-03-27 12:00:00
2025-03-27 11:00:00,TSLA,239,726,16,12454,118,105630,185623,41726544,0.54977,0.55841,2025-03-27 11:00:00
2025-03-27 10:00:00,TSLA,240,698,14,8869,138,114053,168505,151883572,0.54148,0.52549,2025-03-27 10:00:00
2025-03-27 09:00:00,TSLA,240,620,30,17845,213,139724,87777,14437177,0.52493,0.51209,2025-03-27 09:00:00
2025-03-27 08:00:00,TSLA,204,377,56,16683,202,55952,61304,21079975,0.52371,0.50463,2025-03-27 08:00:00
2025-03-27 07:00:00,TSLA,151,263,54,8290,166,29771,112826,17343831,0.52434,0.59969,2025-03-27 07:00:00
2025-03-27 06:00:00,TSLA,94,107,24,776,74,2138,65271,8097406,0.53766,0.57484,2025-03-27 06:00:00
2025-03-27 05:00:00,TSLA,118,124,19,2363,145,2837,65733,6866502,0.535,0.51553,2025-03-27 05:00:00
2025-03-27 04:00:00,TSLA,58,187,19,3737,106,25827,21590,4568522,0.49709,0.5001,2025-03-27 04:00:00
2025-03-27 03:00:00,TSLA,45,108,14,1348,87,9272,12852,594212,0.54287,0.52924,2025-03-27 03:00:00
2025-03-27 02:00:00,TSLA,55,126,19,1685,116,13692,17096,2972668,0.48411,0.59785,2025-03-27 02:00:00
2025-03-27 01:00:00,TSLA,69,138,21,2215,76,8464,10064,545950,0.52286,0.50382,2025-03-27 01:00:00
2025-03-27 00:00:00,TSLA,95,142,48,7447,171,13229,31243,1483396,0.52942,0.51638,2025-03-27 00:00:00
2025-03-26 23:00:00,TSLA,158,198,49,2320,223,16841,88145,11812106,0.51575,0.54422,2025-03-26 23:00:00
2025-03-26 22:00:00,TSLA,178,184,46,3086,329,7861,173904,31073340,0.51165,0.61913,2025-03-26 22:00:00
2025-03-26 21:00:00,TSLA,147,426,73,25224,241,121232,76728,30352812,0.52802,0.51499,2025-03-26 21:00:00
2025-03-26 20:00:00,TSLA,118,304,29,7638,133,42650,41655,15409613,0.52325,0.50788,2025-03-26 20:00:00
2025-03-26 19:00:00,TSLA,248,608,45,18479,306,187027,59870,32811812,0.52415,0.63542,2025-03-26 19:00:00
2025-03-26 18:00:00,TSLA,260,451,22,4405,243,74316,114121,75383147,0.53872,0.60496,2025-03-26 18:00:00
2025-03-26 17:00:00,TSLA,214,316,45,7483,256,43253,323286,51038729,0.51852,0.50879,2025-03-26 17:00:00
2025-03-26 16:00:00,TSLA,229,239,28,6093,300,10543,155504,16682103,0.52314,0.5041,2025-03-26 16:00:00
2025-03-26 15:00:00,TSLA,240,772,20,14846,188,188369,142964,84543900,0.52802,0.52607,2025-03-26 15:00:00
2025-03-26 14:00:00,TSLA,12,37,17,495,8,372,1004,15380,0.42858,0.42029,2025-03-26 14:00:00
2025-03-26 13:00:00,TSLA,69,157,5,461,81,11866,563298,89744045,0.51522,0.62308,2025-03-26 13:00:00
2025-03-26 12:00:00,TSLA,180,358,22,5155,145,41692,101333,47259055,0.52933,0.5107,2025-03-26 12:00:00
2025-03-26 11:00:00,TSLA,240,451,22,3988,177,59999,1012826,450984666,0.53139,0.58756,2025-03-26 11:00:00
2025-03-26 10:00:00,TSLA,220,261,11,340,144,12108,398343,91842517,0.52198,0.50542,2025-03-26 10:00:00
2025-03-26 09:00:00,TSLA,220,242,37,8498,203,11389,144335,19302651,0.50862,0.60893,2025-03-26 09:00:00
2025-03-26 08:00:00,TSLA,196,648,41,26542,169,145795,171730,95254209,0.5289,0.51085,2025-03-26 08:00:00
2025-03-26 07:00:00,TSLA,100,248,34,7037,171,43094,944703,332613682,0.52458,0.51701,2025-03-26 07:00:00
2025-03-26 06:00:00,TSLA,56,132,21,1767,97,12383,76412,11128628,0.4812,0.4975,2025-03-26 06:00:00
2025-03-26 05:00:00,TSLA,39,65,19,480,87,3594,16356,415502,0.50954,0.50494,2025-03-26 05:00:00
2025-03-26 04:00:00,TSLA,54,84,11,964,45,2192,43990,4997348,0.52193,0.51405,2025-03-26 04:00:00
2025-03-26 03:00:00,TSLA,39,51,14,783,41,885,11393,205454,0.55467,0.53563,2025-03-26 03:00:00
2025-03-26 02:00:00,TSLA,59,183,28,4778,76,17535,28198,5003175,0.49851,0.48165,2025-03-26 02:00:00
2025-03-26 01:00:00,TSLA,67,199,36,5383,116,27966,69965,9000246,0.51731,0.56614,2025-03-26 01:00:00
2025-03-26 00:00:00,TSLA,91,241,17,3315,144,37654,118603,26935122,0.51003,0.50629,2025-03-26 00:00:00
2025-03-25 23:00:00,TSLA,89,185,35,1315,145,22618,37652,6269369,0.51997,0.50227,2025-03-25 23:00:00
2025-03-25 22:00:00,TSLA,127,228,45,3503,167,27053,161343,43720881,0.5261,0.51774,2025-03-25 22:00:00
2025-03-25 21:00:00,TSLA,143,220,35,3392,205,25705,69483,22616708,0.52683,0.56755,2025-03-25 21:00:00
2025-03-25 20:00:00,TSLA,139,152,60,7799,212,7228,46531,10167097,0.50959,0.59801,2025-03-25 20:00:00
2025-03-25 19:00:00,TSLA,151,498,55,24871,290,191795,101963,23638895,0.51669,0.50067,2025-03-25 19:00:00
2025-03-25 18:00:00,TSLA,35,111,12,965,36,5121,300557,47072455,0.52491,0.56627,2025-03-25 18:00:00
2025-03-25 17:00:00,TSLA,217,510,32,8316,191,93794,182926,68712445,0.53386,0.54515,2025-03-25 17:00:00
2025-03-25 16:00:00,TSLA,205,421,11,2705,152,53379,122242,52899718,0.52691,0.60685,2025-03-25 16:00:00
2025-03-25 15:00:00,TSLA,200,310,25,7371,164,29277,194693,59501703,0.52551,0.52179,2025-03-25 15:00:00
2025-03-25 14:00:00,TSLA,234,305,34,10388,285,36391,256197,99561331,0.51853,0.49983,2025-03-25 14:00:00
2025-03-25 13:00:00,TSLA,36,44,5,183,50,764,15762,665956,0.46819,0.54013,2025-03-25 13:00:00
2025-03-25 12:00:00,TSLA,219,650,17,7077,183,143570,65843,5677387,0.53291,0.57384,2025-03-25 12:00:00
2025-03-25 11:00:00,TSLA,220,581,17,6956,184,115566,141953,46593019,0.52442,0.65277,2025-03-25 11:00:00
2025-03-25 10:00:00,TSLA,240,604,14,3996,138,86004,189722,171306828,0.5149,0.52054,2025-03-25 10:00:00
2025-03-25 09:00:00,TSLA,230,412,38,17075,190,55323,351649,119430654,0.52664,0.51479,2025-03-25 09:00:00
2025-03-25 08:00:00,TSLA,197,332,45,13857,183,39688,198686,32011554,0.51658,0.64424,2025-03-25 08:00:00
2025-03-25 07:00:00,TSLA,168,241,23,5427,118,14422,979649,188121859,0.52338,0.50425,2025-03-25 07:00:00
2025-03-25 06:00:00,TSLA,74,171,18,1342,109,17621,43693,9147109,0.54169,0.5577,2025-03-25 06:00:00
2025-03-25 05:00:00,TSLA,121,265,22,6208,219,51953,17215,4143588,0.51425,0.49703,2025-03-25 05:00:00
2025-03-25 04:00:00,TSLA,9,14,19,244,10,78,218,4590,0.47989,0.47384,2025-03-25 04:00:00
2025-03-25 03:00:00,TSLA,0,0,0,0,0,0,0,0,0.5,0.5,2025-03-25 03:00:00
2025-03-25 03:00:00,TSLA,50,71,0,0,0,0,5668,465397,0.5112,0.5269,2025-03-25 03:00:00
2025-03-25 02:00:00,TSLA,5,6,2,9,8,15,181,1647,0.403,0.47099,2025-03-25 02:00:00
2025-03-25 01:00:00,TSLA,87,254,25,3687,119,35969,57548,11298375,0.53398,0.58123,2025-03-25 01:00:00
2025-03-25 00:00:00,TSLA,93,260,18,1310,119,35298,96456,10617993,0.52386,0.5056,2025-03-25 00:00:00
2025-03-24 23:00:00,TSLA,155,383,39,5877,153,59429,227166,64825577,0.53166,0.54156,2025-03-24 23:00:00
2025-03-24 22:00:00,TSLA,146,280,30,6947,191,41172,128936,25316271,0.50579,0.55134,2025-03-24 22:00:00
2025-03-24 21:00:00,TSLA,119,196,32,5531,181,22476,19023,3707299,0.51355,0.51086,2025-03-24 21:00:00
2025-03-24 20:00:00,TSLA,171,239,40,8933,220,25507,73818,22630230,0.53105,0.51179,2025-03-24 20:00:00
2025-03-24 19:00:00,TSLA,205,709,60,19928,229,224653,385353,338696170,0.51994,0.51079,2025-03-24 19:00:00
2025-03-24 18:00:00,TSLA,233,723,46,18214,240,218217,138012,15652112,0.52312,0.56145,2025-03-24 18:00:00
2025-03-24 17:00:00,TSLA,240,713,40,6006,208,179243,101329,87607049,0.52166,0.50278,2025-03-24 17:00:00
2025-03-24 16:00:00,TSLA,240,524,23,11763,194,90625,240841,66455768,0.5269,0.51105,2025-03-24 16:00:00
2025-03-24 15:00:00,TSLA,46,87,9,806,40,2649,7361,533425,0.51791,0.50562,2025-03-24 15:00:00
2025-03-24 14:00:00,TSLA,66,93,4,226,41,1874,15401,1131353,0.53541,0.5452,2025-03-24 14:00:00
2025-03-24 13:00:00,TSLA,240,282,26,4932,200,17679,344305,104838711,0.52535,0.60233,2025-03-24 13:00:00
2025-03-24 12:00:00,TSLA,240,262,22,2469,199,11492,324233,64736748,0.50811,0.49631,2025-03-24 12:00:00
2025-03-24 11:00:00,TSLA,241,671,15,10729,163,124337,299092,266045254,0.53135,0.51207,2025-03-24 11:00:00
2025-03-24 10:00:00,TSLA,239,589,11,922,119,70829,164893,31123504,0.53738,0.54138,2025-03-24 10:00:00
2025-03-24 09:00:00,TSLA,229,537,25,12792,239,123345,982906,685412093,0.52642,0.51273,2025-03-24 09:00:00
2025-03-24 08:00:00,TSLA,196,322,52,13108,217,43999,219125,43871721,0.52422,0.6492,2025-03-24 08:00:00
2025-03-24 07:00:00,TSLA,146,225,31,4007,155,20010,556133,24654268,0.52427,0.52866,2025-03-24 07:00:00
2025-03-24 06:00:00,TSLA,108,141,37,3356,163,9564,31741,2650284,0.53272,0.60091,2025-03-24 06:00:00
2025-03-24 05:00:00,TSLA,100,309,18,2212,106,41099,62802,22613547,0.50352,0.53233,2025-03-24 05:00:00
2025-03-24 04:00:00,TSLA,44,130,7,952,74,11612,8226,908527,0.52909,0.50977,2025-03-24 04:00:00
2025-03-24 03:00:00,TSLA,29,40,9,196,52,975,3449,176836,0.55014,0.56472,2025-03-24 03:00:00
2025-03-24 02:00:00,TSLA,31,40,11,89,82,1322,4031,155094,0.55565,0.53743,2025-03-24 02:00:00
2025-03-24 01:00:00,TSLA,55,58,20,395,84,864,8618,625861,0.53544,0.52526,2025-03-24 01:00:00
2025-03-24 00:00:00,TSLA,97,265,38,10314,125,37088,79097,11874115,0.50257,0.48475,2025-03-24 00:00:00
2025-03-23 23:00:00,TSLA,126,329,33,9275,122,42960,61503,30292865,0.51793,0.6025,2025-03-23 23:00:00
2025-03-23 22:00:00,TSLA,172,396,34,12222,159,59388,46134,9792739,0.51885,0.5037,2025-03-23 22:00:00
2025-03-23 21:00:00,TSLA,189,334,41,5806,186,43171,298958,48629542,0.53872,0.5197,2025-03-23 21:00:00
2025-03-23 20:00:00,TSLA,160,241,31,3802,171,22791,138890,26720666,0.54406,0.55268,2025-03-23 20:00:00
2025-03-23 19:00:00,TSLA,109,138,39,3141,169,9126,148458,22301758,0.52157,0.59565,2025-03-23 19:00:00
2025-03-23 18:00:00,TSLA,120,391,31,11522,156,80139,68141,27863716,0.51313,0.51155,2025-03-23 18:00:00
2025-03-23 17:00:00,TSLA,74,216,31,6708,132,33884,10697,3084643,0.5132,0.4945,2025-03-23 17:00:00
2025-03-23 16:00:00,TSLA,107,298,31,7661,169,57360,235796,71593875,0.502,0.57425,2025-03-23 16:00:00
2025-03-23 15:00:00,TSLA,88,178,34,3873,106,15460,36465,1724196,0.51265,0.54819,2025-03-23 15:00:00
2025-03-23 14:00:00,TSLA,124,217,40,6110,145,21574,145514,19914323,0.50256,0.6196,2025-03-23 14:00:00
2025-03-23 13:00:00,TSLA,122,156,38,6185,139,8642,141197,12878781,0.50885,0.49406,2025-03-23 13:00:00
2025-03-23 12:00:00,TSLA,85,90,19,1872,62,936,37495,2988071,0.50462,0.49198,2025-03-23 12:00:00
2025-03-23 11:00:00,TSLA,112,387,43,15427,150,80250,49059,10530876,0.50479,0.62352,2025-03-23 11:00:00
2025-03-23 10:00:00,TSLA,77,200,22,3316,101,21558,123003,27841863,0.51965,0.59314,2025-03-23 10:00:00
2025-03-23 09:00:00,TSLA,86,197,21,3356,89,16480,115242,32281500,0.49707,0.48502,2025-03-23 09:00:00
2025-03-23 08:00:00,TSLA,57,124,17,1284,72,7947,30441,4171726,0.51723,0.54586,2025-03-23 08:00:00
2025-03-23 07:00:00,TSLA,39,59,7,143,73,2363,4955,114932,0.54056,0.54324,2025-03-23 07:00:00
2025-03-23 06:00:00,TSLA,23,32,9,297,65,1017,3229,140630,0.50074,0.48835,2025-03-23 06:00:00
2025-03-23 05:00:00,TSLA,24,28,4,121,70,607,49826,496197,0.54171,0.52583,2025-03-23 05:00:00
2025-03-23 04:00:00,TSLA,28,81,3,222,39,3750,27019,2127041,0.50054,0.48235,2025-03-23 04:00:00
2025-03-23 03:00:00,TSLA,14,39,4,113,19,845,2260,57103,0.49986,0.56143,2025-03-23 03:00:00
2025-03-23 02:00:00,TSLA,37,75,14,538,59,3611,4608,421469,0.53738,0.56617,2025-03-23 02:00:00
2025-03-23 01:00:00,TSLA,33,63,15,96,48,2312,5420,308115,0.492,0.47409,2025-03-23 01:00:00
2025-03-23 00:00:00,TSLA,47,77,16,359,60,2900,4840,444295,0.52932,0.52741,2025-03-23 00:00:00
2025-03-22 23:00:00,TSLA,49,125,18,1577,63,8268,43453,1751700,0.54194,0.62648,2025-03-22 23:00:00
2025-03-22 22:00:00,TSLA,59,144,13,876,43,6194,42244,7917719,0.50807,0.49762,2025-03-22 22:00:00
2025-03-22 21:00:00,TSLA,64,137,20,1499,81,9676,101339,3883062,0.50702,0.54044,2025-03-22 21:00:00
2025-03-22 20:00:00,TSLA,51,83,22,1692,83,4253,63821,1060175,0.52112,0.60343,2025-03-22 20:00:00
2025-03-22 19:00:00,TSLA,93,128,36,4504,115,6870,14982,1138636,0.49084,0.47703,2025-03-22 19:00:00
2025-03-22 18:00:00,TSLA,83,95,27,2639,124,3291,21144,1795369,0.53837,0.52429,2025-03-22 18:00:00
2025-03-22 17:00:00,TSLA,79,242,26,3813,100,30108,18342,3777174,0.48859,0.495,2025-03-22 17:00:00
2025-03-22 16:00:00,TSLA,82,224,28,4216,78,19534,27968,7141475,0.52774,0.60003,2025-03-22 16:00:00
2025-03-22 15:00:00,TSLA,0,0,0,0,0,0,0,0,0.5,0.5,2025-03-22 15:00:00
2025-03-22 15:00:00,TSLA,115,300,0,0,158,50651,0,0,0.51439,0.50117,2025-03-22 15:00:00
2025-03-22 14:00:00,TSLA,124,232,22,5445,155,26812,84138,27079402,0.50024,0.48197,2025-03-22 14:00:00
2025-03-22 13:00:00,TSLA,131,210,43,1269,113,14421,76658,6510081,0.52337,0.52485,2025-03-22 13:00:00
2025-03-22 12:00:00,TSLA,164,189,33,4512,115,6273,85344,5593637,0.51873,0.55268,2025-03-22 12:00:00
2025-03-22 11:00:00,TSLA,115,390,35,10680,135,71666,322210,86182746,0.50045,0.61389,2025-03-22 11:00:00
2025-03-22 10:00:00,TSLA,105,342,26,5105,109,48916,44873,4701723,0.50059,0.50245,2025-03-22 10:00:00
2025-03-22 09:00:00,TSLA,121,294,28,2345,135,39541,257865,71053288,0.51631,0.50273,2025-03-22 09:00:00
2025-03-22 08:00:00,TSLA,80,170,21,1417,122,18008,29963,6245173,0.50286,0.52822,2025-03-22 08:00:00
2025-03-22 07:00:00,TSLA,43,87,6,547,32,2277,9209,729460,0.4784,0.46106,2025-03-22 07:00:00
2025-03-22 06:00:00,TSLA,42,57,11,555,58,1527,14687,1239430,0.50002,0.48858,2025-03-22 06:00:00
2025-03-22 05:00:00,TSLA,30,38,5,132,31,466,3747,165256,0.5045,0.53061,2025-03-22 05:00:00
2025-03-22 04:00:00,TSLA,22,23,8,139,46,172,16805,565889,0.519,0.62507,2025-03-22 04:00:00
2025-03-22 03:00:00,TSLA,42,114,14,878,84,10682,13368,1180748,0.52274,0.58372,2025-03-22 03:00:00
2025-03-22 02:00:00,TSLA,25,65,15,211,62,4301,21842,603784,0.54096,0.52456,2025-03-22 02:00:00
2025-03-22 01:00:00,TSLA,49,91,10,892,39,2634,75762,7058412,0.53365,0.51437,2025-03-22 01:00:00
2025-03-22 00:00:00,TSLA,57,100,34,2734,47,3240,52201,3669809,0.52132,0.58304,2025-03-22 00:00:00
2025-03-21 23:00:00,TSLA,82,123,28,2961,117,7868,101928,12491657,0.49741,0.48886,2025-03-21 23:00:00
2025-03-21 22:00:00,TSLA,119,402,43,11668,129,70406,153005,13719195,0.49327,0.59266,2025-03-21 22:00:00
2025-03-21 21:00:00,TSLA,77,250,33,3562,120,39274,33204,10310766,0.48868,0.48587,2025-03-21 21:00:00
2025-03-21 20:00:00,TSLA,94,273,32,4505,128,41334,60104,2651623,0.54023,0.59412,2025-03-21 20:00:00
2025-03-21 19:00:00,TSLA,138,204,30,3492,169,18475,134544,37141658,0.54555,0.53351,2025-03-21 19:00:00
2025-03-21 18:00:00,TSLA,122,152,41,3985,123,6924,68640,3740326,0.53681,0.57014,2025-03-21 18:00:00
2025-03-21 17:00:00,TSLA,183,187,52,6840,235,4369,455385,59139941,0.51537,0.62941,2025-03-21 17:00:00
2025-03-21 16:00:00,TSLA,240,691,23,16547,270,218864,633280,284418218,0.54037,0.52579,2025-03-21 16:00:00
2025-03-21 15:00:00,TSLA,240,613,19,12691,160,102692,184039,106656167,0.53329,0.51871,2025-03-21 15:00:00
2025-03-21 14:00:00,TSLA,241,586,25,13574,181,105823,272613,99186392,0.52009,0.63636,2025-03-21 14:00:00
2025-03-21 13:00:00,TSLA,239,411,20,6190,155,42676,178065,87186120,0.52595,0.59538,2025-03-21 13:00:00
2025-03-21 12:00:00,TSLA,23,34,3,83,10,179,8412,427513,0.52574,0.51438,2025-03-21 12:00:00
2025-03-21 11:00:00,TSLA,240,247,12,618,121,3610,133575,47499858,0.51407,0.49528,2025-03-21 11:00:00
2025-03-21 10:00:00,TSLA,151,482,6,997,91,56611,44489,10066587,0.51495,0.51519,2025-03-21 10:00:00
2025-03-21 09:00:00,TSLA,11,34,33,1154,11,468,8709,421238,0.415,0.40581,2025-03-21 09:00:00
2025-03-21 08:00:00,TSLA,221,500,43,18407,170,78623,111451,41229513,0.51921,0.63372,2025-03-21 08:00:00
2025-03-21 07:00:00,TSLA,142,280,30,7643,149,33182,69673,20118201,0.49988,0.48194,2025-03-21 07:00:00
2025-03-21 06:00:00,TSLA,104,194,21,2958,138,19911,58876,8129275,0.5074,0.56538,2025-03-21 06:00:00
2025-03-21 05:00:00,TSLA,69,85,12,522,128,3972,5736,623985,0.51161,0.53561,2025-03-21 05:00:00
2025-03-21 04:00:00,TSLA,41,47,7,33,106,1421,3574,161829,0.51307,0.4946,2025-03-21 04:00:00
2025-03-21 03:00:00,TSLA,50,169,16,785,78,17940,5357,1132497,0.48624,0.48255,2025-03-21 03:00:00
2025-03-21 02:00:00,TSLA,79,201,37,7465,141,29591,61267,7000095,0.51511,0.49886,2025-03-21 02:00:00
2025-03-21 01:00:00,TSLA,3,7,1,6,5,35,276,3030,0.39033,0.46782,2025-03-21 01:00:00
2025-03-21 00:00:00,TSLA,170,291,59,11029,199,38573,85806,20665874,0.51164,0.56893,2025-03-21 00:00:00
2025-03-20 23:00:00,TSLA,179,288,43,4751,176,30993,107164,15095384,0.51656,0.50043,2025-03-20 23:00:00
2025-03-20 22:00:00,TSLA,208,284,50,6745,155,20249,118519,26930610,0.50776,0.52531,2025-03-20 22:00:00
2025-03-20 21:00:00,TSLA,223,710,53,41076,177,161731,305467,295604843,0.51854,0.51409,2025-03-20 21:00:00
2025-03-20 20:00:00,TSLA,187,571,32,16971,218,154112,70788,42339268,0.5115,0.50358,2025-03-20 20:00:00
2025-03-20 19:00:00,TSLA,204,555,56,30457,300,185172,75839,56227184,0.51311,0.49556,2025-03-20 19:00:00
2025-03-20 18:00:00,TSLA,216,462,52,12979,192,77293,86927,51951100,0.516,0.51196,2025-03-20 18:00:00
2025-03-20 17:00:00,TSLA,213,396,39,9450,217,63587,165477,17611863,0.5106,0.55928,2025-03-20 17:00:00
2025-03-20 16:00:00,TSLA,240,382,35,9060,253,58157,273235,66030979,0.50898,0.50502,2025-03-20 16:00:00
2025-03-20 15:00:00,TSLA,58,156,14,1579,54,9300,39579,2638955,0.45631,0.48294,2025-03-20 15:00:00
2025-03-20 14:00:00,TSLA,240,572,28,12524,169,94382,140577,60180235,0.48675,0.59151,2025-03-20 14:00:00
2025-03-20 13:00:00,TSLA,240,544,52,16226,256,129053,70820,15119103,0.48263,0.48229,2025-03-20 13:00:00
2025-03-20 12:00:00,TSLA,89,140,11,437,89,7367,90926,12700790,0.50627,0.49186,2025-03-20 12:00:00
2025-03-20 11:00:00,TSLA,240,319,29,3667,213,29674,47553,19502499,0.51696,0.53965,2025-03-20 11:00:00
2025-03-20 10:00:00,TSLA,240,804,22,14653,193,208886,183320,183183391,0.50789,0.57245,2025-03-20 10:00:00
2025-03-20 09:00:00,TSLA,169,508,28,12558,169,104778,186275,15652878,0.50627,0.49609,2025-03-20 09:00:00
2025-03-20 08:00:00,TSLA,240,689,49,23465,193,155757,47619,39890845,0.52388,0.54754,2025-03-20 08:00:00
2025-03-20 07:00:00,TSLA,238,499,40,9400,213,90679,67557,17876335,0.51168,0.51076,2025-03-20 07:00:00
2025-03-20 06:00:00,TSLA,160,291,11,1760,78,16367,21073,5126800,0.50979,0.56481,2025-03-20 06:00:00
2025-03-20 05:00:00,TSLA,83,142,5,153,77,7303,179351,12702026,0.48988,0.47422,2025-03-20 05:00:00
2025-03-20 04:00:00,TSLA,57,63,14,866,59,911,22503,1537859,0.52456,0.50592,2025-03-20 04:00:00
2025-03-20 03:00:00,TSLA,0,0,0,0,0,0,0,0,0.5,0.5,2025-03-20 03:00:00
2025-03-20 03:00:00,TSLA,70,72,14,810,0,0,14045,774005,0.5,0.55481,2025-03-20 03:00:00
2025-03-20 02:00:00,TSLA,80,255,22,4817,80,26308,40732,10968455,0.51535,0.50818,2025-03-20 02:00:00
2025-03-20 01:00:00,TSLA,135,320,32,6907,171,53244,19779,2058824,0.5174,0.61601,2025-03-20 01:00:00
2025-03-20 00:00:00,TSLA,122,275,40,4742,137,34786,14435,5169869,0.50545,0.5006,2025-03-20 00:00:00
2025-03-19 23:00:00,TSLA,156,245,53,13875,220,31654,184884,28321277,0.5111,0.49456,2025-03-19 23:00:00
2025-03-19 22:00:00,TSLA,185,272,47,11541,232,33419,72764,4039326,0.51789,0.6177,2025-03-19 22:00:00
2025-03-19 21:00:00,TSLA,103,127,16,1942,99,4557,16195,1225210,0.5158,0.49845,2025-03-19 21:00:00
2025-03-19 20:00:00,TSLA,193,578,53,24031,288,202572,108599,73329318,0.53923,0.53221,2025-03-19 20:00:00
2025-03-19 19:00:00,TSLA,181,518,57,17028,255,154277,81202,35866091,0.5143,0.53045,2025-03-19 19:00:00
2025-03-19 18:00:00,TSLA,211,536,51,17636,290,161934,196802,120383628,0.52238,0.61114,2025-03-19 18:00:00
2025-03-19 17:00:00,TSLA,228,451,48,21565,245,88256,1230618,610080903,0.51624,0.50917,2025-03-19 17:00:00
2025-03-19 16:00:00,TSLA,237,405,41,17364,215,57829,175415,98632560,0.51571,0.49779,2025-03-19 16:00:00
2025-03-19 15:00:00,TSLA,239,347,34,12911,212,38199,74416,10503808,0.52117,0.53121,2025-03-19 15:00:00
2025-03-19 14:00:00,TSLA,236,241,28,4708,253,6010,171478,14437583,0.50711,0.55326,2025-03-19 14:00:00
2025-03-19 13:00:00,TSLA,248,789,39,23325,216,219013,1372620,744796474,0.51254,0.50961,2025-03-19 13:00:00
2025-03-19 12:00:00,TSLA,240,731,28,11123,178,160846,249391,56363259,0.5354,0.54627,2025-03-19 12:00:00
2025-03-19 11:00:00,TSLA,44,63,17,918,18,576,9476,478620,0.50657,0.61255,2025-03-19 11:00:00
2025-03-19 10:00:00,TSLA,219,263,15,3588,136,11990,191845,55061012,0.50961,0.49168,2025-03-19 10:00:00
2025-03-19 09:00:00,TSLA,240,757,24,7753,184,177729,96917,76952280,0.52504,0.50955,2025-03-19 09:00:00
2025-03-19 08:00:00,TSLA,240,676,26,8988,176,136842,147908,133702164,0.50619,0.5267,2025-03-19 08:00:00
2025-03-19 07:00:00,TSLA,45,121,10,117,38,5070,51231,6339261,0.47824,0.46134,2025-03-19 07:00:00
2025-03-19 06:00:00,TSLA,194,376,41,14677,185,54272,217812,22214979,0.53031,0.52049,2025-03-19 06:00:00
2025-03-19 05:00:00,TSLA,139,232,31,7215,258,38582,13888,2043232,0.50407,0.48743,2025-03-19 05:00:00
2025-03-19 04:00:00,TSLA,81,127,14,1478,137,10251,18970,533002,0.51421,0.61072,2025-03-19 04:00:00
2025-03-19 03:00:00,TSLA,71,247,17,2695,122,42033,23739,5209320,0.4958,0.54706,2025-03-19 03:00:00
2025-03-19 02:00:00,TSLA,72,241,22,2030,108,35024,52631,7080812,0.49538,0.47916,2025-03-19 02:00:00
2025-03-19 01:00:00,TSLA,14,42,3,60,27,1390,2442,88386,0.4735,0.48708,2025-03-19 01:00:00
2025-03-19 00:00:00,TSLA,185,408,56,24945,159,58491,335580,194982633,0.51618,0.50987,2025-03-19 00:00:00
2025-03-18 23:00:00,TSLA,188,394,50,18293,217,72789,118009,51495324,0.51054,0.50438,2025-03-18 23:00:00
2025-03-18 22:00:00,TSLA,228,326,41,10095,240,39416,48418,6279348,0.51837,0.61421,2025-03-18 22:00:00
2025-03-18 21:00:00,TSLA,222,297,64,10259,343,44934,93748,37712561,0.50909,0.50322,2025-03-18 21:00:00
2025-03-18 20:00:00,TSLA,236,261,59,9415,266,16767,88534,8343226,0.51203,0.55671,2025-03-18 20:00:00
2025-03-18 19:00:00,TSLA,233,654,55,12547,369,276730,67782,43187888,0.52543,0.53971,2025-03-18 19:00:00
2025-03-18 18:00:00,TSLA,240,644,40,26291,309,218431,109777,46083157,0.52751,0.51013,2025-03-18 18:00:00
2025-03-18 17:00:00,TSLA,240,569,43,26169,253,139789,73521,39624064,0.53259,0.52265,2025-03-18 17:00:00
2025-03-18 16:00:00,TSLA,240,438,20,5834,239,75852,374399,148395341,0.51672,0.53134,2025-03-18 16:00:00
2025-03-18 15:00:00,TSLA,240,375,35,9557,230,50477,150068,67144638,0.50152,0.58401,2025-03-18 15:00:00
2025-03-18 14:00:00,TSLA,240,317,27,6736,232,31599,129496,60917566,0.50979,0.49479,2025-03-18 14:00:00
2025-03-18 13:00:00,TSLA,67,223,10,250,70,20953,14793,4755896,0.49393,0.47654,2025-03-18 13:00:00
2025-03-18 12:00:00,TSLA,151,451,17,2262,142,77829,98940,21042812,0.53525,0.54405,2025-03-18 12:00:00
