Date,SW_Sentiment,TW_Sentiment,SW_Posts,TW_Posts,TW_Impressions,SW_Impressions
2025-04-09,0.5213356,0.5379284,151.68,337.76,86574915.36,190586.6
2025-04-10,0.5176616666666667,0.5424458333333334,127.83333333333333,275.9166666666667,49910023.541666664,124208.5
2025-04-11,0.49884439999999997,0.5062848,99.96,230.76,25162710.28,90643.8
2025-04-12,0.5308020833333333,0.5514783333333333,39.75,83.125,7202353.666666667,69458.5
2025-04-13,0.5246475,0.5422325,41.958333333333336,89.20833333333333,2196186.3333333335,22897.791666666668
2025-04-14,0.5223911999999999,0.5505452000000001,77.92,167.68,9294098.16,58282.88
2025-04-15,0.5120662500000001,0.5268795833333334,90.91666666666667,179.41666666666666,20472661.125,83855.58333333333
2025-04-16,0.5251772,0.5528076,107.08,234.84,36776129.04,109013.52
2025-04-17,0.5155516666666666,0.5325358333333333,92.04166666666667,178.25,13388701.125,83693.125
2025-04-18,0.5222345833333334,0.5319833333333334,38.208333333333336,84.83333333333333,2188415.1666666665,24422.875
2025-04-19,0.5161816,0.5363484,26.72,58.68,3132821.2,77750.2
2025-04-20,0.5238695833333333,0.5507554166666667,34.541666666666664,74.08333333333333,2893858.0,33278.333333333336
2025-04-21,0.5151956,0.5250756,121.68,271.76,66780728.24,218141.08
2025-04-22,0.5196412499999999,0.5467391666666667,146.08333333333334,312.9166666666667,72432827.20833333,199916.75
2025-04-23,0.516505,0.5365099999999999,137.91666666666666,268.7083333333333,73600527.625,307296.5
2025-04-24,0.5176148,0.5295364,110.2,221.96,36766817.08,119036.8
2025-04-25,0.5275525,0.54798875,109.41666666666667,198.83333333333334,62364960.208333336,209570.70833333334
2025-04-26,0.5146604,0.5254316,26.76,59.72,2432533.28,32981.48
2025-04-27,0.5363316666666667,0.5630529166666667,38.958333333333336,78.20833333333333,7372882.166666667,80986.58333333333
2025-04-28,0.52446625,0.5513520833333333,111.25,246.58333333333334,51776609.0,133344.25
2025-04-29,0.5351796,0.5503872,95.4,212.84,30233721.36,127107.28
2025-04-30,0.52196625,0.5398604166666666,114.0,224.875,22162977.541666668,95734.45833333333
2025-05-01,0.5167332,0.5274835999999999,101.4,218.32,44781134.4,152149.56
2025-05-02,0.5249433333333333,0.5561433333333333,88.45833333333333,186.83333333333334,37901576.041666664,112646.95833333333
2025-05-03,0.5186158333333334,0.5333129166666667,18.625,35.125,1920964.8333333333,33003.833333333336
2025-05-04,0.5255904,0.5455912,25.08,53.24,3407340.84,46597.52
2025-05-05,0.5286525,0.5441266666666666,72.95833333333333,156.45833333333334,33569809.5,86762.33333333333
2025-05-06,0.5212664,0.540108,87.4,191.8,30071296.52,117943.68
2025-05-07,0.53276875,0.5554583333333333,85.08333333333333,182.95833333333334,24738405.458333332,99747.5
2025-05-08,0.53222125,0.54805125,85.66666666666667,195.875,30923127.208333332,88122.95833333333
2025-05-09,0.532875,0.5620533333333334,12.333333333333334,27.333333333333332,1173069.0,23252.333333333332
